Numer_wyprawy,MEMBID,MYEAR,FNAME,LNAME
AMAD92102,4,1992,Luis Miguel,Iraizoz Ganuza
AMAD92102,5,1992,Dionisio,Nicuesa Bueno
AMAD92102,6,1992,Montserrat,Ochoa Arriazu
AMAD92102,7,1992,Inaki,Villanueva Diaz
AMAD92103,1,1992,Robin Michael,Beadle
AMAD92103,2,1992,Barry,Bridgeman
AMAD92103,3,1992,David,Chapin
AMAD92103,4,1992,Max,Dubois
AMAD92103,5,1992,David,Geher
AMAD92103,6,1992,Ian,McCulloch
AMAD92103,7,1992,Steven Clive,Monks
AMAD92103,8,1992,David,Robinson
AMAD92103,9,1992,Annette D. H.,Smith
AMAD92103,10,1992,Michael Philip,Thompson
AMAD92103,11,1992,James Albert W. A.,Wells
AMAD92103,12,1992,Hywel Wyn,Williams
AMAD92104,1,1992,Kevin,Arnold
AMAD92104,2,1992,Charles Ross,Ashe-Cregan
AMAD92104,3,1992,Charles,Beardmore
AMAD92104,4,1992,Malcolm,Davies
AMAD92104,5,1992,Andrew,Gallagher
AMAD92104,6,1992,Paul,Jiggins
AMAD92104,7,1992,Stephen,Jones
AMAD92104,8,1992,Martin,Oakes
AMAD92104,9,1992,Graham,Rees
AMAD92104,10,1992,Kami Tenzi,Sherpa
AMAD92301,1,1992,Geoffery,Dinsdale
AMAD92301,2,1992,Malcolm (Mal),Duff
AMAD92301,3,1992,David Alexander,Horrex
AMAD92301,4,1992,Richard,Nowack
AMAD92301,5,1992,Laurence Phillip,Parmenter
AMAD92301,6,1992,Robert,Ross
AMAD92301,7,1992,Olav Storli,Ulvund
AMAD92301,8,1992,Mark Francis,Warham
AMAD92302,1,1992,Jacobus (Kobus),Barnard
AMAD92302,2,1992,Matthew (Matt),Godbold
AMAD92302,3,1992,Richard,Howes
AMAD92302,4,1992,Raymond Peter,Vran
AMAD92303,1,1992,Rinaldo,Battocletti
AMAD92303,2,1992,Renzo,Turri
AMAD92304,1,1992,Beat,Baumann
AMAD92304,2,1992,Kari,Gamma
AMAD92304,3,1992,Hans,Stadler
AMAD92305,1,1992,Peter George (Pete),Athans
AMAD92305,2,1992,William,Borland
AMAD92305,3,1992,Steve,Bridges
AMAD92305,4,1992,Randy Todd,Burleson
AMAD92305,5,1992,Andrew,Carson
AMAD92305,6,1992,Scott,Cole
AMAD92305,7,1992,John,Dufficy
AMAD92305,8,1992,Albert C. (Al),Hanna
AMAD92305,9,1992,Brock,Hanna
AMAD92305,10,1992,Jason,Keith
AMAD92305,11,1992,Steven W.,Matous
AMAD92305,12,1992,Salvatori,Pomponi
AMAD92305,13,1992,David,Schneider
AMAD92305,14,1992,John E.,Svenson
AMAD92307,1,1992,Eric,Berard
AMAD92307,2,1992,Pierre,Blanchard
AMAD92307,3,1992,Michel,Huguet
AMAD92307,4,1992,Claude,LeClerc
AMAD92307,5,1992,Alain,Michel
AMAD92307,6,1992,Paolo,Moretti
AMAD92307,7,1992,Daniel Joesph,Petraud
AMAD92307,8,1992,Catherine,Rouet
AMAD92307,9,1992,Marie,Sangnier
AMAD92307,10,1992,Gilbert,Lombard
AMAD92307,11,1992,Jean Jacques,Rolland
AMAD92307,12,1992,Martine,Rolland
AMAD92308,1,1992,Joan Carles,Aldeguer Varga
AMAD92308,2,1992,Joan,Barriere Figueroa
AMAD92308,3,1992,Carlos,Bravo Montesinos
AMAD92308,4,1992,Tomas,Bravo Montesinos
AMAD92308,5,1992,Manuel,De La Matta Sastre
AMAD92308,6,1992,Diego,Fernandez del Pozo
AMAD92308,7,1992,Lluis,Giner Arnabat
AMAD92308,8,1992,Josep Conrado (Conrad),Lopez Gros
AMAD92308,9,1992,Sergi,Martinez Sanchez
AMAD92309,1,1992,Phillip,Clark
AMAD92309,2,1992,Andrew,Corbett
AMAD92309,3,1992,Ian,Cotgrove
AMAD92309,4,1992,Jeffrey Charles (Jeff),Lakes
AMAD92309,5,1992,Ken,Lockett
AMAD92309,6,1992,Ramsay,McFarlane
AMAD92309,7,1992,Alexander P. (Alec),McNab
AMAD92309,8,1992,Ryszard Jan,Pawlowski
AMAD92309,9,1992,Paul,Roberts
AMAD92309,10,1992,Henry Barclay,Todd
AMAD92309,11,1992,Colin,Wilcock
AMAD92309,12,1992,Krysztof,Pankiewicz
AMAD92310,1,1992,Francoise,Lavigne
AMAD92310,2,1992,Claude,Massuyes
AMAD92310,3,1992,Laurent,Terray
AMAD92310,4,1992,Louise,Trave-Massuyes
AMAD92401,1,1992,Franco,Dellatorre
AMAD92401,2,1992,Franco,Demarchi
AMAD92401,3,1992,Arturo,Giovanoli
AMAD92401,4,1992,Corrado,Margna
AMAD92401,5,1992,Isaia,Zanini
AMAD92402,1,1992,Didier,Goethghebuer
AMAD92402,2,1992,Alain,Hubert
AMAD92402,3,1992,Alex,Mahieu
AMAD92402,4,1992,Christian,Massart
AMAD92402,5,1992,Thierry,Ronvaux
AMAD92402,6,1992,Jacques,Richon
AMAD92402,7,1992,Man Ram,Tamang
AMAD92403,1,1992,Se-Hyuk,Bae
AMAD92403,2,1992,Soung-Ho,Baek
AMAD92403,3,1992,Jae-Woo,Cha
AMAD92403,4,1992,Wi-Yeong,Kim
AMAD92403,5,1992,Byung-Ho,Lee
AMAD92403,6,1992,Su-Young,Lee
AMAD92403,7,1992,Chang-Hwan,Yoon
AMAD92403,8,1992,Sonam Tshering,Sherpa
AMAD92403,9,1992,Ang Dawa,Sherpa
AMAD92404,1,1992,Byung-Tai,Chun
AMAD92404,2,1992,Woo-Song,Jeon
AMAD92404,3,1992,Duk-Ki,Jeong
AMAD92404,4,1992,Gyeong-Ju,Jeong
AMAD92404,5,1992,Jin-Yong,Kim
AMAD92404,6,1992,Han-Na,Na
AMAD92404,7,1992,Jong-Sam,Seo
AMAD92404,8,1992,Sung-Bo,Shim
AMAD92404,9,1992,Jung-Shup,Sim
AMAD92405,1,1992,Hiroshi,Aota
AMAD92405,2,1992,Toshio,Ono
AMAD92405,3,1992,Yoshiki,Sasahara
AMAD92405,4,1992,Yasushi,Yamanoi
AMAD93101,1,1993,Robert,Bonnet
AMAD93101,2,1993,Scott Eugene,Fischer
AMAD93101,3,1993,Dale,Kruise
AMAD93101,4,1993,Kelsey M.,Loughlin
AMAD93101,5,1993,Charles Ely (Charley),Mace
AMAD93101,6,1993,Alan,McPherson
AMAD93101,7,1993,John,Mueller
AMAD93101,8,1993,Paula,Pogulki
AMAD93101,9,1993,Diane,Richards
AMAD93101,10,1993,Stephen,Sharader
AMAD93101,11,1993,Johnie,Williams
AMAD93102,1,1993,Stefan,Mlinaric
AMAD93102,2,1993,Bojan,Pockar
AMAD93301,1,1993,Markus,Baumann
AMAD93301,2,1993,Mathias Franz,Baumann
AMAD93301,3,1993,Peter,Buelow
AMAD93301,4,1993,Juerg,Klopfstein
AMAD93301,5,1993,Karl Robert (Kari),Kobler
AMAD93301,6,1993,Matthias,Lottenbach
AMAD93301,7,1993,Edward,Peyer
AMAD93301,8,1993,Philipp,Schlatter
AMAD93301,9,1993,David,Wilson
AMAD93302,1,1993,Athos,Balestra
AMAD93302,2,1993,Claudia,Lieber
AMAD93302,3,1993,Aldo,Verzaroli
AMAD93303,1,1993,Peter John,Carse
AMAD93303,2,1993,Douglas K.,Chabot
AMAD93303,3,1993,Scott,Gill
AMAD93303,4,1993,Timothy G.,Howard
AMAD93304,1,1993,Wolfgang,Buedel
AMAD93304,2,1993,Guenter,Deindl
AMAD93304,3,1993,Hans Georg,Fries
AMAD93304,4,1993,Johann (Hans),Kammerlander
AMAD93304,5,1993,Michael,Kobl
AMAD93304,6,1993,Guenter,Schweizer
AMAD93304,7,1993,Werner,Tinkhauser
AMAD93305,1,1993,Paul,Baierlacher
AMAD93305,2,1993,Anton,Dallmair
AMAD93305,3,1993,Karen,Grueneberg
AMAD93305,4,1993,Joerg,Hanel
AMAD93305,5,1993,Michael,Lindenmeyer
AMAD93305,6,1993,Wolfgang,Mueller
AMAD93305,7,1993,Gerold,Sopper
AMAD93305,8,1993,Klaus,Weichert
AMAD93306,1,1993,Alfredo,Autiero
AMAD93306,2,1993,Pablo,Borjas
AMAD93306,3,1993,Carlos David,Calderas Daal
AMAD93306,4,1993,Jose Antonio,Delgado Sucre
AMAD93306,5,1993,Martin,Echevarria Gil
AMAD93306,6,1993,Hans,Schwarzer
AMAD93306,7,1993,Armando,Subero
AMAD93306,8,1993,Marcus Antonio,Tobia
AMAD93307,1,1993,Joe,Lackey
AMAD93307,2,1993,Todd,Wells
AMAD93308,1,1993,Yves,Gouselain
AMAD93308,2,1993,Jean-Michel,Paulik
AMAD93308,3,1993,Cedric,Pellet
AMAD93308,4,1993,Christian,Pellet
AMAD93308,5,1993,Dominique,Ripoll
AMAD93308,6,1993,Jacques,Rogeat
AMAD93309,1,1993,Bernard,Cabrol
AMAD93309,2,1993,Jean Robert,Clemenson
AMAD93309,3,1993,Francois,Damilano
AMAD93309,4,1993,Francoise,Denais
AMAD93309,5,1993,Paul Marc (Paulo),Grobel
AMAD93309,6,1993,Stephane,Guillot
AMAD93309,7,1993,Roland,Hamel
AMAD93310,1,1993,Cornelius,Hofmeister
AMAD93310,2,1993,Peter,Mutter
AMAD93310,3,1993,Andreas,Neudert
AMAD93310,4,1993,Harald,Wildner
AMAD93310,5,1993,Thomas,Zenz
AMAD93310,6,1993,Manfred,Zink
AMAD93401,1,1993,Kwang-Jae,Cho
AMAD93401,2,1993,Dae-Young,Kim
AMAD93401,3,1993,Jin-Yong,Lee
AMAD93401,4,1993,Hoon-Jae,Song
AMAD93401,5,1993,Kwang,Yoon
AMAD93401,6,1993,Ang Dawa,Sherpa
AMAD93402,1,1993,Lily Richardson,Leonard
AMAD93402,2,1993,Jim,Olson
AMAD93402,3,1993,Sean,Sullivan
AMAD93402,4,1993,James Malone (Jim),Williams
AMAD93403,1,1993,William Charles (Bill),Crouse
AMAD93403,2,1993,Susan,Harrington
AMAD93403,3,1993,Alan J.,Kearney
AMAD93403,4,1993,Kevin Alan,Lundy
AMAD93403,5,1993,Todd,McDougall
AMAD93403,6,1993,Kathy,Zaiser
AMAD93403,7,1993,Robert (Rob),Ziegler
AMAD93404,1,1993,Satoshi,Kimoto
AMAD93404,2,1993,Hiroshi,Nakamura
AMAD93404,3,1993,Ryo,Saitoh
AMAD93404,4,1993,Nobuo,Tsutsumi
AMAD94101,1,1994,Werner,Edmeier
AMAD94101,2,1994,Friedrich,Hofner
AMAD94101,3,1994,Guenther,Kerber
AMAD94101,4,1994,Claudia,Plitzner
AMAD94101,5,1994,Simon,Rainer
AMAD94101,6,1994,Christian,Spielmann
AMAD94102,1,1994,Vladimir,Bachkirov
AMAD94102,2,1994,Sergei,Bogomolov
AMAD94102,3,1994,Dima,Botov
AMAD94102,4,1994,Sergei,Golubtsov
AMAD94103,1,1994,Satoshi,Kimoto
AMAD94103,2,1994,Hiroshi,Nakamura
AMAD94301,1,1994,Hee-Chang,Gang
AMAD94301,2,1994,Young-Jeoung,Kim
AMAD94301,3,1994,Young-Su,Kim
AMAD94301,4,1994,Seung-Bok,Lee
AMAD94301,5,1994,Sam-Gyun,Lim
AMAD94301,6,1994,Bung-Gil,Park
AMAD94301,7,1994,Byoung-Sun,Park
AMAD94301,8,1994,Im-Jun,Ro
AMAD94301,9,1994,Moon-Kyu,Son
AMAD94301,10,1994,Suk-Min,Yun
AMAD94302,1,1994,Leo,Brigger
AMAD94302,2,1994,Manfred,Graven
AMAD94302,3,1994,Bernhard,Imboden
AMAD94302,4,1994,Bruno,Jelk
AMAD94302,5,1994,Kurt,Laubert
AMAD94302,6,1994,Richard,Lehner
AMAD94302,7,1994,Urs,Lerjen
AMAD94302,8,1994,Bruno,Marchetto
AMAD94302,9,1994,Jean-Louis,Mazzone
AMAD94302,10,1994,Bettina,Perren
AMAD94302,11,1994,Rudolf,Steindl
AMAD94302,12,1994,Willy,Taugwalder
AMAD94302,13,1994,Klaus Roger,Tscherrig
AMAD94302,14,1994,Thomas,Zumtaugwald
AMAD94303,1,1994,Hiroshi,Doke
AMAD94303,2,1994,Kimihiro,Kumagai
AMAD94303,3,1994,Jiro,Kurisima
AMAD94303,4,1994,Yasuo,Matsumoto
AMAD94303,5,1994,Kanji,Saito
AMAD94303,6,1994,Tomoyasu,Sano
AMAD94303,7,1994,Hidehiko,Tajiri
AMAD94303,8,1994,Mizuho,Tamaru
AMAD94303,9,1994,Tsutomu,Yanagisawa
AMAD94304,1,1994,Paul (Wally),Teare
AMAD94304,2,1994,Edward Russell (Ed),Webster
AMAD94304,3,1994,Maria,Hannus
AMAD94305,1,1994,Kenneth G. (Ken),Balfour
AMAD94305,2,1994,Christine Joyce Feld,Boskoff
AMAD94305,3,1994,Keith L.,Boskoff
AMAD94305,4,1994,Andy,Collins
AMAD94305,5,1994,Gregory (Greg),Conley
AMAD94305,6,1994,Anthony,Day
AMAD94305,7,1994,Julian,Duxfield
AMAD94305,8,1994,Robert E. (Rob),Fairley
AMAD94305,9,1994,Roy,Orwin
AMAD94305,10,1994,Ryszard Jan,Pawlowski
AMAD94305,11,1994,Ian Robert,Pomeroy
AMAD94305,12,1994,Nigel,Porter
AMAD94305,13,1994,John,Walmsley
AMAD94305,14,1994,Peta,Watts
AMAD94305,15,1994,Peter (Wilf),Williams
AMAD94305,16,1994,Simon Andrew,Yates
AMAD94306,1,1994,Yasuhiro,Goto
AMAD94306,2,1994,Shiro,Miwa
AMAD94306,3,1994,Takao,Miyashita
AMAD94306,4,1994,Tsuyoshi,Oizumi
AMAD94306,5,1994,Hisao,Onami
AMAD94307,1,1994,Pierre Roger,Blanc
AMAD94307,2,1994,Bernard,Favre
AMAD94307,3,1994,Gerard,Girod
AMAD94307,4,1994,Thierry,Lombard
AMAD94307,5,1994,Cedrik,Tomio
AMAD94307,6,1994,Rene,Tomio
AMAD94308,1,1994,Andrew John,Burns
AMAD94308,2,1994,Armando,Corvini
AMAD94308,3,1994,Andrew,McAuley
AMAD94308,4,1994,David Mortimer,Smith
AMAD94308,5,1994,Vera,Wong
AMAD94308,6,1994,Rod T.,Willard
AMAD94309,1,1994,Alexis,Chuilhe
AMAD94309,2,1994,Jean-Jacques,Couton
AMAD94309,3,1994,Maurice,Faivre
AMAD94309,4,1994,Allessandro,Parodi
AMAD94309,5,1994,Philippe,Riquier
AMAD94309,6,1994,Sylvie,Umbauer
AMAD94401,1,1994,Hirokage,Ikeda
AMAD94401,2,1994,Mitsuru,Kimura
AMAD94401,3,1994,Yasuhiro,Takiguchi
AMAD94401,4,1994,Harumi,Watanabe
AMAD95101,1,1995,David P.,Bridges
AMAD95101,2,1995,John G.,Cleary
AMAD95101,3,1995,Joel,Koury
AMAD95101,4,1995,Donald D. (Don),McIntyre
AMAD95102,1,1995,Michael,Idema
AMAD95102,2,1995,Melvin,Redeker
AMAD95102,3,1995,Robert,Steenmeijer
AMAD95102,4,1995,Peter,Valkenburg
AMAD95301,1,1995,Victor Jose,Artola Rubio
AMAD95301,2,1995,Joseba Mirene,Elorrieta Mendiola
AMAD95301,3,1995,Inaki,Garcia Ereno
AMAD95301,4,1995,Yolanda,Martin Sondesa
AMAD95301,5,1995,Inaki,Unanue Mateo
AMAD95302,1,1995,Hans,Kafmann
AMAD95302,2,1995,Michael,Kaiser
AMAD95302,3,1995,Johann (Hans),Kammerlander
AMAD95302,4,1995,Oswald,Oelz
AMAD95302,5,1995,Konrad,Renzler
AMAD95302,6,1995,Hansi,Schlegel
AMAD95302,7,1995,Wolfgang,Thomaseth
AMAD95303,1,1995,Helene,Chastagnol
AMAD95303,2,1995,Xavier,Chastagnol
AMAD95303,3,1995,Bernard,Hubert
AMAD95303,4,1995,Gilles Rene,Marcaud
AMAD95303,5,1995,Philippe,Raymond
AMAD95304,1,1995,Alan,Burgess
AMAD95304,2,1995,Ace,Kvale
AMAD95304,3,1995,Robert Steven,Manthy
AMAD95304,4,1995,Alison,Palmer
AMAD95304,5,1995,Mark,Pfetzer
AMAD95304,6,1995,Anne Lorraine,Smith
AMAD95304,7,1995,Travis A.,Spitzer
AMAD95305,1,1995,Maurizio,Gianini
AMAD95305,2,1995,Uwe Micha Johannes (Gianni),Goltz
AMAD95305,3,1995,Giovanni,Milani
AMAD95305,4,1995,Moreno,Moreni
AMAD95305,5,1995,Klaus,Piezzi
AMAD95305,6,1995,Aldo,Verzaroli
AMAD95306,1,1995,Kurt,Engel
AMAD95306,2,1995,Alfredo,Malingambi
AMAD95306,3,1995,Elmar,Niederfrieden
AMAD95306,4,1995,Kurt,Ortler
AMAD95306,5,1995,Ernst,Reinstadtler
AMAD95306,6,1995,Olaf,Reinstadtler
AMAD95306,7,1995,Hubert,Wegmann
AMAD95307,1,1995,Ralf,Dujmovits
AMAD95307,2,1995,Rolf,Eberhard
AMAD95307,3,1995,Thomas,Hackhofer
AMAD95307,4,1995,Wolfgang,Kunzendorf
AMAD95307,5,1995,Walter,Treibel
AMAD95307,6,1995,Doris,Wendel
AMAD95307,7,1995,Nawang Thile (Pemba Dorje),Sherpa
AMAD95307,8,1995,Chuldim,Sherpa
AMAD95308,1,1995,Robert Arian,Eckhardt
AMAD95308,2,1995,Erich,Ehrenhofer
AMAD95308,3,1995,Peter,Habeler
AMAD95308,4,1995,Nobert,Pichlsberger
AMAD95308,5,1995,Adolf,Plattner
AMAD95308,6,1995,Walter,Priglhuber
AMAD95308,7,1995,Elisabeth,Santer
AMAD95308,8,1995,Gabriele (Gabi),Schluga
AMAD95308,9,1995,Franz,Stock
AMAD95308,10,1995,Kurt,Zwitkowits
AMAD95309,1,1995,Robin,Barley
AMAD95309,2,1995,Joseph,Davies
AMAD95309,3,1995,Raymond Andrew (Ray),Dorr
AMAD95309,4,1995,Shawn Alexander,Gentry
AMAD95309,5,1995,Sheila Owens,Gentry
AMAD95309,6,1995,Keith Bruce,Howlett
AMAD95309,7,1995,Anthony B.,Morris
AMAD95309,8,1995,Mark,Rogers
AMAD95309,9,1995,Richard,Rogers
AMAD95309,10,1995,Henry Barclay,Todd
AMAD95309,11,1995,Walt,Vennum
AMAD95309,12,1995,Simon Andrew,Yates
AMAD95309,13,1995,Kami Nawang,Sherpa
AMAD95310,1,1995,Peter,Berlinger
AMAD95310,2,1995,Johannes (Hans),Rauner
AMAD95310,3,1995,Reinhard,Menzi
AMAD95311,1,1995,Paul,Glover
AMAD95311,2,1995,Ward T.,Hobert
AMAD95311,3,1995,Steven,Jennison
AMAD95311,4,1995,Beth Evelyn,Schlichter
AMAD95311,5,1995,Pemba Tshering,Sherpa
AMAD95311,6,1995,Robert B.,Wood
AMAD95312,1,1995,Shanon,Keegan
AMAD95312,2,1995,Ryszard Jan,Pawlowski
AMAD95312,3,1995,Ruediger,Schleypen
AMAD95313,1,1995,Russell Reginald,Brice
AMAD95313,2,1995,Marian (Ion),Ionescu
AMAD95313,3,1995,Jean-Sebastien,Knoertzer
AMAD95313,4,1995,Rene,Roulet
AMAD95314,1,1995,Jean-Christophe,Annequin
AMAD95314,2,1995,Christian,Colombo
AMAD95314,3,1995,Michel,Cormier
AMAD95314,4,1995,Albert Raymond Joeseph,Crocombette
AMAD95314,5,1995,Gerard,Del Grande
AMAD95314,6,1995,Francois,Durantel
AMAD95314,7,1995,Joel,Ferrier
AMAD95314,8,1995,Bruno,Palladini
AMAD95314,9,1995,Jean Marc,Pelenc
AMAD95314,10,1995,Eric,Petitalot
AMAD95314,11,1995,Tham Bahadur (Tilija),Magar
AMAD95314,12,1995,"Dawa Sona (Da Sona, Da Sonam)",Sherpa
AMAD95315,1,1995,Raymond,Angeloz
AMAD95315,2,1995,Eliane,Gindre
AMAD95316,1,1995,Reinhold,Dibiasi
AMAD95316,2,1995,Hugo,Jennewein
AMAD95316,3,1995,Carmen,Lunelli
AMAD95316,4,1995,Werner,Manapace
AMAD95316,5,1995,Reinhard,Patscheider
AMAD95316,6,1995,Josef,Plangger
AMAD95316,7,1995,Rainer Herbert,Schlattinger
AMAD95317,1,1995,Juan,Armijo Matias
AMAD95317,2,1995,Joan,Casoliva Armengol
AMAD95317,3,1995,Ramon,Castello Pinol
AMAD95317,4,1995,Jordi,Clariana Gomez
AMAD95317,5,1995,Juan,Font Estrades
AMAD95317,6,1995,Jose Maria,Martinez Lopez
AMAD95317,7,1995,Juan Manuel,Sanchez Andujar
AMAD96101,1,1996,Vanja Anton,Furlan
AMAD96101,2,1996,Tomaz,Humar
AMAD96101,3,1996,Zvonko,Pozgaj
AMAD96102,1,1996,Amaia,Aranzabal Ezpeleta
AMAD96102,2,1996,Jesus Maria (Josu),Bereziartua Etxaniz
AMAD96103,1,1996,Zdenek,Michalec
AMAD96103,2,1996,Leopold,Sulovsky
AMAD96104,1,1996,Ulf Erik,Carlsson
AMAD96104,2,1996,Sten-Goran,Lindbladh
AMAD96104,3,1996,Jonas,Tufvesson
AMAD96104,4,1996,James Anthony (Jim),Litch
AMAD96104,5,1996,Laura,Ziemer
AMAD96301,1,1996,Peter,Boerstoel
AMAD96301,2,1996,Michael,Schwarzl
AMAD96301,3,1996,Robert,Steenmeijer
AMAD96301,4,1996,Peter,Valkenburg
AMAD96301,5,1996,Stefan,Van Egten
AMAD96302,1,1996,Cathy-Anne,David
AMAD96302,2,1996,John,McIsaac
AMAD96302,3,1996,Robin,Sandau
AMAD96302,4,1996,Timothy Leonard (Tim),Rippel
AMAD96302,5,1996,Tim,Thurston
AMAD96302,6,1996,Eric,Trouillot
AMAD96303,1,1996,Denis,Etienne
AMAD96303,2,1996,Oswaldo,Leiva
AMAD96303,3,1996,Julio Cesar,Mesias Aillon
AMAD96303,4,1996,Edison,Saleado
AMAD96303,5,1996,Jean Pierre,Scarton
AMAD96303,6,1996,Edgar Ivan,Vallejo Ricaurte
AMAD96304,1,1996,Gabriele (Gaby),Hupfauer
AMAD96304,2,1996,Siegfried (Sigi),Hupfauer
AMAD96304,3,1996,Roland,Mattle
AMAD96304,4,1996,Franz,Neumayer
AMAD96304,5,1996,Josef,Schweiger
AMAD96304,6,1996,Kurt Peter,Speer
AMAD96305,1,1996,Alois,Badegruber
AMAD96305,2,1996,Maximilian,Berger
AMAD96305,3,1996,Roman,Dirnboeck
AMAD96305,4,1996,Gottfried (Friedl),Huber
AMAD96305,5,1996,Gerhard,Unterasinger
AMAD96305,6,1996,Emil,Widmann
AMAD96305,7,1996,Walter Manfred,Zoerer
AMAD96306,1,1996,Jose Messia,Alarcon
AMAD96306,2,1996,Jose Maria,Alonso Casero
AMAD96306,3,1996,Ramon,Portilla Blanco
AMAD96307,1,1996,Joerg,Anderegg
AMAD96307,2,1996,Mathias Franz,Baumann
AMAD96307,3,1996,Markus,Echser
AMAD96307,4,1996,Bernard,Fahner
AMAD96307,5,1996,Manfred,Heini
AMAD96307,6,1996,Heinz,Hofer
AMAD96307,7,1996,Josef,Inderkum
AMAD96307,8,1996,Karl Robert (Kari),Kobler
AMAD96307,9,1996,Santa Bahadur,Gurung
AMAD96308,1,1996,Antonio,Barelli
AMAD96308,2,1996,Giorgio,Cemmi
AMAD96308,3,1996,Marco,Corti
AMAD96308,4,1996,Ulderico,Mazzoleni
AMAD96308,5,1996,Riccardo,Milani
AMAD96308,6,1996,Giacomo,Scaccabarozzi
AMAD96308,7,1996,Gregorio,Villa
AMAD96309,1,1996,Mathew,Buchan
AMAD96309,2,1996,Edmund Guy,Cotter
AMAD96309,3,1996,Kelly R.,Lewis
AMAD96309,4,1996,Robert Lewis,Stevens
AMAD96309,5,1996,Chuldim Dorje (Ang Dorje),Sherpa
AMAD96310,1,1996,George,Armstrong
AMAD96310,2,1996,Mark Alexander,Bryan
AMAD96310,3,1996,Paul,Cleary
AMAD96310,4,1996,Christopher G. (Chris),Comerie
AMAD96310,5,1996,Ian,Hey
AMAD96311,1,1996,Pauline,Cooney
AMAD96311,2,1996,John,Hamilton
AMAD96311,3,1996,Kieron,Mackenzie
AMAD96311,4,1996,Scott Thomas,Markey
AMAD96311,5,1996,C. A. G. (Gus),Morton
AMAD96311,6,1996,Roy,Orwin
AMAD96311,7,1996,Ian E.,Roberts
AMAD96311,8,1996,Alan Paul,Ropp
AMAD96311,9,1996,Philip,Sanderson
AMAD96311,10,1996,Margaret (Marg),Saul
AMAD96311,11,1996,Larry,Smith
AMAD96311,12,1996,Helen Erika,Sovdat
AMAD96311,13,1996,Jeremy,Such
AMAD96311,14,1996,Henry Barclay,Todd
AMAD96311,15,1996,Patrick J.,Kenny
AMAD96311,16,1996,Jason G.,Walker
AMAD96311,17,1996,Karen,McNeill
AMAD96312,1,1996,Senad,Halilovic
AMAD96312,2,1996,Andrej,Kecman
AMAD96312,3,1996,Dusan,Kosir
AMAD96312,4,1996,Silvester (Silvo),Mauri
AMAD96312,5,1996,Andreja,Svete
AMAD96313,1,1996,Bernadette,Boucaud
AMAD96313,2,1996,Gilles,Buisson
AMAD96313,3,1996,Jean-Marc,Cardinal
AMAD96313,4,1996,Hamid,Hanifi
AMAD96313,5,1996,Emmanuel,Pierre
AMAD96313,6,1996,Pemba Gyalzen,Sherpa
AMAD96314,1,1996,Edward M.,Palen
AMAD96314,2,1996,Mark,Stampiglia
AMAD96314,3,1996,Chhuwang Nima,Sherpa
AMAD96315,1,1996,Barbara,Batko
AMAD96315,2,1996,Robert Gregory,Dudar
AMAD96315,3,1996,Steven,Griffin
AMAD96315,4,1996,Robert,Karlak
AMAD96315,5,1996,Eryk,Margueritte
AMAD96315,6,1996,Jacek M.,Maselko
AMAD96315,7,1996,Ryszard Jan,Pawlowski
AMAD96316,1,1996,Jean-Pierre,Danvoye
AMAD96316,2,1996,Jean-Francois,Gagnon
AMAD96316,3,1996,Marie,LeCornec
AMAD96316,4,1996,Bernard,Mailhot
AMAD96316,5,1996,Philippe,Pibarot
AMAD96317,1,1996,Lawrence,Creatura
AMAD96317,2,1996,Sean,Gaffney
AMAD96317,3,1996,Neil,Morrow
AMAD96317,4,1996,Paula,Pogulki
AMAD96317,5,1996,Charles Scott,Woolums
AMAD96318,1,1996,Thomas C.,Burch
AMAD96318,2,1996,David,Riggs
AMAD96318,3,1996,Bela G.,Vadasz
AMAD96318,4,1996,Maria Y. (Mimi),Vadasz
AMAD96319,1,1996,Kathleen Joyce (Kathy),Cosley
AMAD96319,2,1996,Mark J.,Houston
AMAD96319,3,1996,Jean-Claude,Latombe
AMAD96319,4,1996,Joseph,Rowe
AMAD96401,1,1996,Won-Taek,Buhm
AMAD96401,2,1996,Myeong-Young,Cheong
AMAD96401,3,1996,Ju-Hwan,Choi
AMAD96401,4,1996,Taik-Joo,Chung
AMAD96401,5,1996,Young-Kuk,Go
AMAD96401,6,1996,Wang-Yong,Han
AMAD96401,7,1996,Chang-Hee,Hong
AMAD96401,8,1996,Chung-Jin,Jung
AMAD96401,9,1996,Kyung-Su,Jung
AMAD96401,10,1996,Young-Ju,Jung
AMAD96401,11,1996,Dong-Sun,Kim
AMAD96401,12,1996,Yeo-Ju,Kim
AMAD96401,13,1996,Jung-Hun,Lee
AMAD96401,14,1996,Kang-Oh,Lee
AMAD96401,15,1996,Ke-Houng,Lee
AMAD96401,16,1996,Kwang-Sup,Lyu
AMAD96401,17,1996,Min-Ku,Park
AMAD96401,18,1996,Young-Seok,Park
AMAD96401,19,1996,Jin,Sakong
AMAD96401,20,1996,Jong-Hoon,Shin
AMAD96401,21,1996,Ju-Won,Song
AMAD97101,1,1997,Patrick,Bouchet
AMAD97101,2,1997,Robert Timothy,Chang
AMAD97101,3,1997,Lorenz,Eugster
AMAD97101,4,1997,Paul Lucien,Malo
AMAD97101,5,1997,Daniel Lee (Dan),Mazur
AMAD97101,6,1997,Marco,Pavesi
AMAD97101,7,1997,Christopher John,Pemberton
AMAD97101,8,1997,Gary Scott,Pfisterer
AMAD97101,9,1997,Thomas R. (Tom),Proctor
